#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	prediction	combined_score
CDC42	ARHGDIA	1849707	1846084	9606.ENSP00000314458	9606.ENSP00000269321	0	0	0	0	0.071	0.98	0.9	0.989	0	0.999
EIF3I	EIF3D	1855943	1842561	9606.ENSP00000362688	9606.ENSP00000216190	0	0	0	0	0.729	0.999	0.9	0.868	0	0.999
RPS19	RPS26	1864285	1853363	9606.ENSP00000470004	9606.ENSP00000348849	0	0	0	0	0.939	0.997	0.9	0.83	0	0.999
BCAR1	SRC	1859585	1853652	9606.ENSP00000391669	9606.ENSP00000350941	0	0	0	0	0	0.999	0.9	0.986	0	0.999
RBX1	KEAP1	1842568	1842313	9606.ENSP00000216225	9606.ENSP00000171111	0	0	0	0	0	0.996	0.9	0.585	0	0.999
PSMA1	PSMB3	1861079	1843022	9606.ENSP00000414359	9606.ENSP00000225426	0	0	0	0	0.891	0.999	0.9	0.768	0	0.999
RPS19	RPS4X	1864285	1855955	9606.ENSP00000470004	9606.ENSP00000362744	0	0	0	0	0.959	0.999	0.9	0.404	0	0.999
CDK2	CCNB1	1845906	1844435	9606.ENSP00000266970	9606.ENSP00000256442	0	0	0	0	0.646	0.999	0.9	0.951	0	0.999
EXOSC3	EXOSC5	1850505	1842821	9606.ENSP00000323046	9606.ENSP00000221233	0.462	0	0	0	0.581	0.999	0.9	0.937	0	0.999
EXOSC1	EXOSC5	1855369	1842821	9606.ENSP00000359939	9606.ENSP00000221233	0	0	0	0	0.344	0.999	0.9	0.938	0	0.999
LAT	GRB2	1858298	1852164	9606.ENSP00000378845	9606.ENSP00000339007	0	0	0	0	0.071	0.996	0.9	0.942	0	0.999
EXOSC9	EXOSC5	1857072	1842821	9606.ENSP00000368984	9606.ENSP00000221233	0.462	0	0.46	0	0.228	0.999	0.9	0.975	0	0.999
MUC1	CTNNB1	1854790	1852818	9606.ENSP00000357380	9606.ENSP00000344456	0	0	0	0	0	0.998	0	0.407	0	0.999
CDK4	CDKN1B	1844551	1843169	9606.ENSP00000257904	9606.ENSP00000228872	0	0	0	0	0	0.999	0.9	0.974	0	0.999
ARPC5	ARPC2	1853912	1847604	9606.ENSP00000352918	9606.ENSP00000295685	0	0	0	0	0.097	0.999	0.9	0.915	0	0.999
EXOSC10	EXOSC7	1856580	1845771	9606.ENSP00000366135	9606.ENSP00000265564	0	0	0	0	0.084	0.999	0.9	0.841	0	0.999
CASP8	TNFSF10	1853692	1843591	9606.ENSP00000351273	9606.ENSP00000241261	0	0	0	0	0	0.999	0.9	0.725	0	0.999
MEN1	JUND	1851960	1844164	9606.ENSP00000337088	9606.ENSP00000252818	0	0	0	0	0	0.992	0	0.912	0	0.999
RPS28	RPS8	1864786	1858412	9606.ENSP00000472469	9606.ENSP00000379888	0	0	0	0	0.931	0.999	0.9	0.694	0	0.999
RPS24	RPS12	1861076	1843234	9606.ENSP00000414321	9606.ENSP00000230050	0	0	0	0	0.803	0.999	0.9	0.406	0	0.999
FAU	RPS14	1861888	1849373	9606.ENSP00000431822	9606.ENSP00000311028	0	0	0	0	0.975	0.995	0.9	0.165	0	0.999
ARPC4	ARPC5	1859328	1853912	9606.ENSP00000388169	9606.ENSP00000352918	0	0	0	0	0.675	0.999	0.72	0.937	0	0.999
RPS28	RPS3A	1864786	1853009	9606.ENSP00000472469	9606.ENSP00000346050	0	0	0	0	0.935	0.997	0.9	0.509	0	0.999
RPS13	RPS8	1862013	1858412	9606.ENSP00000435777	9606.ENSP00000379888	0	0	0	0	0.975	0.999	0.9	0.756	0	0.999
RPS4X	RPS3A	1855955	1853009	9606.ENSP00000362744	9606.ENSP00000346050	0	0	0.227	0	0.975	0.998	0.9	0.525	0	0.999
PSMA1	PSMA2	1861079	1842974	9606.ENSP00000414359	9606.ENSP00000223321	0	0	0.32	0.833	0.894	0.999	0.9	0.864	0	0.999
MTOR	MAPKAP1	1854147	1845827	9606.ENSP00000354558	9606.ENSP00000265960	0	0	0	0	0	0.999	0.9	0.969	0	0.999
RB1	CCND1	1845924	1843117	9606.ENSP00000267163	9606.ENSP00000227507	0	0	0	0	0	0.999	0.9	0.972	0	0.999
RPS20	RPS12	1861789	1843234	9606.ENSP00000429374	9606.ENSP00000230050	0.12	0	0	0	0.957	0.994	0.9	0.599	0	0.999
SHC1	SOS1	1860266	1858968	9606.ENSP00000401303	9606.ENSP00000384675	0	0	0	0	0	0.998	0.9	0.951	0	0.999
CTNNB1	LEF1	1852818	1845704	9606.ENSP00000344456	9606.ENSP00000265165	0	0	0	0	0	0.999	0.9	0.983	0	0.999
IRS2	IGF1R	1856394	1845984	9606.ENSP00000365016	9606.ENSP00000268035	0	0	0	0	0	0.888	0.9	0.977	0	0.999
EGFR	KRAS	1846445	1844404	9606.ENSP00000275493	9606.ENSP00000256078	0	0	0	0	0	0.59	0.9	0.988	0	0.999
RPS13	RPS24	1862013	1861076	9606.ENSP00000435777	9606.ENSP00000414321	0.092	0	0	0	0.937	0.999	0.9	0.382	0	0.999
MTOR	EIF4EBP1	1854147	1852358	9606.ENSP00000354558	9606.ENSP00000340691	0	0	0	0	0	0.999	0.9	0.995	0	0.999
RPS2	RPS12	1852518	1843234	9606.ENSP00000341885	9606.ENSP00000230050	0	0	0	0	0.967	0.999	0.9	0.657	0	0.999
RPS13	RPS7	1862013	1852173	9606.ENSP00000435777	9606.ENSP00000339095	0	0	0	0	0.975	0.999	0.9	0.512	0	0.999
RPS20	RPS15A	1861789	1850066	9606.ENSP00000429374	9606.ENSP00000318646	0.462	0	0	0	0.948	0.999	0.9	0.591	0	0.999
PSMA2	PSMA4	1842974	1842214	9606.ENSP00000223321	9606.ENSP00000044462	0	0	0.282	0.871	0.9	0.999	0.9	0.872	0	0.999
RPS15	RPS20	1863987	1861789	9606.ENSP00000467676	9606.ENSP00000429374	0.462	0	0	0	0.975	0.995	0.9	0.783	0	0.999
FKBP1A	MTOR	1857423	1854147	9606.ENSP00000371138	9606.ENSP00000354558	0	0	0	0	0	0.999	0.9	0.989	0	0.999
EXOSC9	EXOSC3	1857072	1850505	9606.ENSP00000368984	9606.ENSP00000323046	0.462	0	0	0	0.183	0.999	0.9	0.871	0	0.999
RPS2	RPS5	1852518	1842374	9606.ENSP00000341885	9606.ENSP00000196551	0.462	0	0.242	0	0.973	0.999	0.9	0.785	0	0.999
TP53	RRM2B	1846083	1844085	9606.ENSP00000269305	9606.ENSP00000251810	0	0	0	0	0	0.912	0.9	0.913	0	0.999
EXOSC10	EXOSC4	1856580	1849789	9606.ENSP00000366135	9606.ENSP00000315476	0	0	0	0	0	0.999	0.9	0.869	0	0.999
RPS6	RPS26	1857216	1853363	9606.ENSP00000369757	9606.ENSP00000348849	0	0	0	0	0.947	0.997	0.9	0.438	0	0.999
MED1	ESR1	1848202	1842435	9606.ENSP00000300651	9606.ENSP00000206249	0	0	0	0	0	0.996	0.9	0.62	0	0.999
HRAS	RAF1	1849235	1844086	9606.ENSP00000309845	9606.ENSP00000251849	0	0	0	0	0	0.999	0.9	0.985	0	0.999
RPS28	RPS12	1864786	1843234	9606.ENSP00000472469	9606.ENSP00000230050	0.462	0	0	0	0.975	0.999	0.9	0.532	0	0.999
CCND3	CDKN1B	1855798	1843169	9606.ENSP00000362082	9606.ENSP00000228872	0	0	0	0	0	0.998	0.8	0.951	0	0.999
EXOSC10	EXOSC3	1856580	1850505	9606.ENSP00000366135	9606.ENSP00000323046	0	0	0	0	0.073	0.999	0.9	0.853	0	0.999
PSMA7	PSMA4	1855365	1842214	9606.ENSP00000359910	9606.ENSP00000044462	0	0	0.349	0.867	0.938	0.999	0.9	0.708	0	0.999
RPS15	RPS12	1863987	1843234	9606.ENSP00000467676	9606.ENSP00000230050	0.087	0	0	0	0.975	0.988	0.9	0.477	0	0.999
RPS26	RPS5	1853363	1842374	9606.ENSP00000348849	9606.ENSP00000196551	0	0	0	0	0.975	0.998	0.9	0.661	0	0.999
RPS8	RPSA	1858412	1853012	9606.ENSP00000379888	9606.ENSP00000346067	0	0	0	0	0.975	0.998	0.9	0.547	0	0.999
RPS8	RPS6	1858412	1857216	9606.ENSP00000379888	9606.ENSP00000369757	0	0	0	0	0.975	0.999	0.9	0.741	0	0.999
RPS21	RPS15A	1852991	1850066	9606.ENSP00000345957	9606.ENSP00000318646	0	0	0	0	0.975	0.998	0.9	0.256	0	0.999
COPS5	CDKN1B	1853602	1843169	9606.ENSP00000350512	9606.ENSP00000228872	0	0	0	0	0	0.996	0	0.929	0	0.999
RB1	CDK6	1845924	1845799	9606.ENSP00000267163	9606.ENSP00000265734	0	0	0	0	0	0.998	0.9	0.966	0	0.999
EXOSC2	EXOSC7	1855666	1845771	9606.ENSP00000361433	9606.ENSP00000265564	0.462	0	0.303	0	0.702	0.998	0.9	0.839	0	0.999
RPS19	RPS16	1864285	1844060	9606.ENSP00000470004	9606.ENSP00000251453	0	0	0	0	0.975	0.999	0.9	0.799	0	0.999
RPS26	RPS7	1853363	1852173	9606.ENSP00000348849	9606.ENSP00000339095	0	0	0	0	0.94	0.986	0.9	0.764	0	0.999
MLST8	MTOR	1858459	1854147	9606.ENSP00000380313	9606.ENSP00000354558	0	0	0	0	0	0.999	0.9	0.987	0	0.999
SKP2	RBX1	1846369	1842568	9606.ENSP00000274255	9606.ENSP00000216225	0	0	0	0	0	0.999	0.9	0.668	0	0.999
ABL1	ATM	1855665	1846577	9606.ENSP00000361423	9606.ENSP00000278616	0	0	0	0	0	0.992	0.9	0.974	0	0.999
ETS1	JUN	1858032	1855436	9606.ENSP00000376436	9606.ENSP00000360266	0	0	0	0	0	0.826	0.9	0.975	0	0.999
RPSA	RPS7	1853012	1852173	9606.ENSP00000346067	9606.ENSP00000339095	0	0	0	0	0.975	0.992	0.9	0.198	0	0.999
RPS4X	RPS11	1855955	1846167	9606.ENSP00000362744	9606.ENSP00000270625	0.462	0	0	0	0.854	0.999	0.9	0.517	0	0.999
MTOR	RPTOR	1854147	1848942	9606.ENSP00000354558	9606.ENSP00000307272	0	0	0	0	0.168	0.999	0.9	0.996	0	0.999
CDC42	IQGAP1	1849707	1846003	9606.ENSP00000314458	9606.ENSP00000268182	0	0	0	0	0	0.999	0.9	0.98	0	0.999
BCL2	TP53	1851168	1846083	9606.ENSP00000329623	9606.ENSP00000269305	0	0	0	0	0	0.983	0.9	0.989	0	0.999
TERT	AKT1	1849199	1846136	9606.ENSP00000309572	9606.ENSP00000270202	0	0	0	0	0	0.915	0.9	0.909	0	0.999
RPS8	RPS23	1858412	1847772	9606.ENSP00000379888	9606.ENSP00000296674	0	0	0	0	0.972	0.999	0.9	0.692	0	0.999
RPS14	RPS11	1849373	1846167	9606.ENSP00000311028	9606.ENSP00000270625	0.462	0	0.274	0	0.934	0.999	0.9	0.73	0	0.999
ACTR3	ARPC3	1845311	1843162	9606.ENSP00000263238	9606.ENSP00000228825	0	0	0	0	0.072	0.999	0.9	0.933	0	0.999
IL12A	IL12B	1848509	1843283	9606.ENSP00000303231	9606.ENSP00000231228	0	0	0	0	0	0.991	0.9	0.866	0	0.999
SRC	ESR1	1853652	1842435	9606.ENSP00000350941	9606.ENSP00000206249	0	0	0	0	0	0.999	0.9	0.943	0	0.999
MAPK14	DUSP16	1843222	1843167	9606.ENSP00000229794	9606.ENSP00000228862	0	0	0	0	0	0.947	0.9	0.892	0	0.999
SKP2	CDK2	1846369	1845906	9606.ENSP00000274255	9606.ENSP00000266970	0	0	0	0	0.281	0.999	0.9	0.797	0	0.999
RPS21	RPS23	1852991	1847772	9606.ENSP00000345957	9606.ENSP00000296674	0	0	0	0	0.936	0.998	0.9	0.572	0	0.999
FOXO1	SIRT1	1857055	1842473	9606.ENSP00000368880	9606.ENSP00000212015	0	0	0	0	0	0.998	0.9	0.995	0	0.999
RPS24	RPS14	1861076	1849373	9606.ENSP00000414321	9606.ENSP00000311028	0	0	0	0	0.532	0.999	0.9	0.557	0	0.999
RPS21	RPS11	1852991	1846167	9606.ENSP00000345957	9606.ENSP00000270625	0	0	0	0	0.944	0.999	0.9	0.202	0	0.999
RPS24	RPS4X	1861076	1855955	9606.ENSP00000414321	9606.ENSP00000362744	0	0	0	0	0.757	0.996	0.9	0.347	0	0.999
PSMA1	PSMA3	1861079	1842599	9606.ENSP00000414359	9606.ENSP00000216455	0	0	0.295	0.756	0.679	0.999	0.9	0.861	0	0.999
PPP3CA	PPP3R1	1858236	1843394	9606.ENSP00000378323	9606.ENSP00000234310	0	0	0.243	0	0.119	0.999	0.9	0.981	0	0.999
GSK3B	CCND1	1850681	1843117	9606.ENSP00000324806	9606.ENSP00000227507	0	0	0	0	0	0.881	0.8	0.974	0	0.999
IFNGR1	IFNG	1854655	1843180	9606.ENSP00000356713	9606.ENSP00000229135	0	0	0	0	0	0.998	0.9	0.657	0	0.999
JAK2	IRS1	1857411	1848682	9606.ENSP00000371067	9606.ENSP00000304895	0	0	0	0	0	0.92	0.9	0.974	0	0.999
RPS8	RPS21	1858412	1852991	9606.ENSP00000379888	9606.ENSP00000345957	0	0	0	0	0.975	0.999	0.9	0.238	0	0.999
GSK3B	APC	1850681	1844508	9606.ENSP00000324806	9606.ENSP00000257430	0	0	0	0	0	0.986	0.9	0.577	0	0.999
PSMB2	PSMB3	1855861	1843022	9606.ENSP00000362334	9606.ENSP00000225426	0	0	0	0	0.975	0.999	0.9	0.877	0	0.999
RPSA	RPS3A	1853012	1853009	9606.ENSP00000346067	9606.ENSP00000346050	0.1	0	0	0	0.975	0.998	0.9	0.517	0	0.999
RPS13	RPS26	1862013	1853363	9606.ENSP00000435777	9606.ENSP00000348849	0	0	0	0	0.952	0.998	0.9	0.326	0	0.999
FAU	RPS3A	1861888	1853009	9606.ENSP00000431822	9606.ENSP00000346050	0	0	0	0	0.975	0.995	0.9	0.11	0	0.999
RPS20	RPS14	1861789	1849373	9606.ENSP00000429374	9606.ENSP00000311028	0.462	0	0	0	0.957	0.997	0.9	0.639	0	0.999
RPS23	RPS11	1847772	1846167	9606.ENSP00000296674	9606.ENSP00000270625	0.462	0	0	0	0.965	0.999	0.9	0.538	0	0.999
CCNA2	CDKN1B	1846354	1843169	9606.ENSP00000274026	9606.ENSP00000228872	0	0	0	0	0	0.999	0.8	0.514	0	0.999
RPS29	RPS6	1858354	1857216	9606.ENSP00000379339	9606.ENSP00000369757	0	0	0	0	0.787	0.996	0.9	0.36	0	0.999
RPS4X	RPS21	1855955	1852991	9606.ENSP00000362744	9606.ENSP00000345957	0	0	0	0	0.907	0.999	0.9	0.212	0	0.999
GRB2	EGFR	1852164	1846445	9606.ENSP00000339007	9606.ENSP00000275493	0	0	0	0	0	0.999	0.9	0.99	0	0.999
SKP2	CDKN1A	1846369	1843736	9606.ENSP00000274255	9606.ENSP00000244741	0	0	0	0	0	0.999	0.9	0.845	0	0.999
EXOSC8	EXOSC5	1857848	1842821	9606.ENSP00000374354	9606.ENSP00000221233	0.462	0	0.5	0	0.231	0.999	0.9	0.927	0	0.999
RPS4X	RPSA	1855955	1853012	9606.ENSP00000362744	9606.ENSP00000346067	0	0	0	0	0.975	0.995	0.9	0.214	0	0.999
EXOSC10	EXOSC1	1856580	1855369	9606.ENSP00000366135	9606.ENSP00000359939	0	0	0	0	0.108	0.989	0.9	0.813	0	0.999
RPS29	RPSA	1858354	1853012	9606.ENSP00000379339	9606.ENSP00000346067	0	0	0	0	0.884	0.997	0.9	0.458	0	0.999
RPS19	RPS23	1864285	1847772	9606.ENSP00000470004	9606.ENSP00000296674	0	0	0	0	0.966	0.999	0.9	0.652	0	0.999
RPS15A	RPS14	1850066	1849373	9606.ENSP00000318646	9606.ENSP00000311028	0.462	0	0	0	0.975	0.999	0.9	0.624	0	0.999
RPS24	RPS7	1861076	1852173	9606.ENSP00000414321	9606.ENSP00000339095	0	0	0	0	0.736	0.999	0.9	0.753	0	0.999
GSK3B	AXIN1	1850681	1845118	9606.ENSP00000324806	9606.ENSP00000262320	0	0	0	0	0	0.999	0.9	0.982	0	0.999
PSMA5	PSMA4	1846187	1842214	9606.ENSP00000271308	9606.ENSP00000044462	0	0	0.491	0.842	0.975	0.999	0.9	0.86	0	0.999
PSMA1	PSMB1	1861079	1845087	9606.ENSP00000414359	9606.ENSP00000262193	0	0	0.223	0	0.931	0.998	0.9	0.88	0	0.999
IL1RAP	IL1B	1849734	1845335	9606.ENSP00000314807	9606.ENSP00000263341	0	0	0	0	0	0.991	0.9	0.42	0	0.999
RICTOR	EIF4EBP1	1853522	1852358	9606.ENSP00000349959	9606.ENSP00000340691	0	0	0	0	0	0.999	0	0.882	0	0.999
RPS19	RPS29	1864285	1858354	9606.ENSP00000470004	9606.ENSP00000379339	0	0	0	0	0.959	0.996	0.9	0.528	0	0.999
PSMA7	PSMB4	1855365	1847239	9606.ENSP00000359910	9606.ENSP00000290541	0	0	0	0	0.868	0.999	0.9	0.709	0	0.999
MMP9	TIMP1	1855661	1842705	9606.ENSP00000361405	9606.ENSP00000218388	0	0	0	0	0	0.605	0.9	0.996	0	0.999
RPS28	RPS15A	1864786	1850066	9606.ENSP00000472469	9606.ENSP00000318646	0	0	0	0	0.975	0.996	0.9	0.558	0	0.999
RPS24	RPS2	1861076	1852518	9606.ENSP00000414321	9606.ENSP00000341885	0	0	0	0	0.823	0.999	0.9	0.203	0	0.999
STAT3	CCND1	1845584	1843117	9606.ENSP00000264657	9606.ENSP00000227507	0	0	0	0	0	0.915	0.9	0.952	0	0.999
RPS11	RPS5	1846167	1842374	9606.ENSP00000270625	9606.ENSP00000196551	0.462	0	0	0	0.933	0.999	0.9	0.688	0	0.999
PSMD14	PSMC1	1859182	1844882	9606.ENSP00000386541	9606.ENSP00000261303	0	0	0	0	0.895	0.999	0.9	0.61	0	0.999
XRCC5	XRCC6	1857983	1853821	9606.ENSP00000375977	9606.ENSP00000352257	0	0	0	0	0.24	0.999	0.9	0.996	0	0.999
FAU	RPS7	1861888	1852173	9606.ENSP00000431822	9606.ENSP00000339095	0	0	0	0	0.975	0.997	0.9	0.103	0	0.999
RPS20	RPS7	1861789	1852173	9606.ENSP00000429374	9606.ENSP00000339095	0	0	0	0	0.965	0.997	0.9	0.547	0	0.999
RPSA	RPS16	1853012	1844060	9606.ENSP00000346067	9606.ENSP00000251453	0.462	0	0	0	0.975	0.998	0.9	0.478	0	0.999
INSR	INS	1848574	1844030	9606.ENSP00000303830	9606.ENSP00000250971	0	0	0	0	0	0.812	0.9	0.988	0	0.999
HSP90AA1	TERT	1851814	1849199	9606.ENSP00000335153	9606.ENSP00000309572	0	0	0	0	0	0.997	0.9	0.488	0	0.999
ABL1	RB1	1855665	1845924	9606.ENSP00000361423	9606.ENSP00000267163	0	0	0	0	0	0.962	0.9	0.878	0	0.999
RICTOR	RPS6KB1	1853522	1843035	9606.ENSP00000349959	9606.ENSP00000225577	0	0	0	0	0	0.974	0	0.987	0	0.999
PSMB2	PSMA3	1855861	1842599	9606.ENSP00000362334	9606.ENSP00000216455	0	0	0	0	0.881	0.998	0.9	0.661	0	0.999
PSMB1	PSMA2	1845087	1842974	9606.ENSP00000262193	9606.ENSP00000223321	0	0	0.244	0	0.937	0.999	0.9	0.885	0	0.999
RELA	NFKB1	1858923	1843094	9606.ENSP00000384273	9606.ENSP00000226574	0	0	0	0.797	0.071	0.999	0.9	0.985	0	0.999
SDHB	SDHA	1856313	1845646	9606.ENSP00000364649	9606.ENSP00000264932	0.462	0	0.524	0	0.836	0.999	0.9	0.94	0	0.999
