#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	prediction	combined_score
PDE5A	sildenafil	1853125	-100005212	9606.ENSP00000347046	-1.CID100005212	0	0	0	0	0	0.953	0.9	0.99	0	0.999
PTGS2	celecoxib	1854602	-100002662	9606.ENSP00000356438	-1.CID100002662	0	0	0	0	0	0.949	0.9	0.979	0	0.999
FKBP1A	MTOR	1857423	1854147	9606.ENSP00000371138	9606.ENSP00000354558	0	0	0	0	0	0.999	0.9	0.989	0	0.999
VEGFA	FLT1	1855611	1846791	9606.ENSP00000361125	9606.ENSP00000282397	0	0	0	0	0	0.999	0.9	0.986	0	0.999
ABL1	imatinib	1855665	-100005291	9606.ENSP00000361423	-1.CID100005291	0	0	0	0	0	0.963	0.9	0.983	0	0.999
VEGFA	KDR	1855611	1845437	9606.ENSP00000361125	9606.ENSP00000263923	0	0	0	0	0	0.999	0.9	0.986	0	0.999
TYMS	methotrexate	1849803	-100004112	9606.ENSP00000315644	-1.CID100004112	0	0	0	0	0	0.892	0.9	0.912	0	0.999
PDGFRA	imatinib	1844502	-100005291	9606.ENSP00000257290	-1.CID100005291	0	0	0	0	0	0.936	0.9	0.982	0	0.999
KRAS	RAF1	1844404	1844086	9606.ENSP00000256078	9606.ENSP00000251849	0	0	0	0	0	0.999	0.9	0.993	0	0.999
SSTR2	octreotide	1853555	-100054373	9606.ENSP00000350198	-1.CID100054373	0	0	0	0	0	0.99	0.8	0.957	0.174	0.999
PTGS2	diclofenac	1854602	-100003032	9606.ENSP00000356438	-1.CID100003032	0	0	0	0	0	0.936	0.9	0.932	0	0.999
PDGFRB	sorafenib	1844996	-100216239	9606.ENSP00000261799	-1.CID100216239	0	0	0	0	0	0.93	0.8	0.943	0	0.999
PTPN11	KIT	1852389	1847112	9606.ENSP00000340944	9606.ENSP00000288135	0	0	0	0	0	0.919	0.9	0.94	0	0.999
OPRM1	naltrexone	1859815	-100004428	9606.ENSP00000394624	-1.CID100004428	0	0	0	0	0	0.992	0.9	0.986	0	0.999
OPRM1	buprenorphine	1859815	-100002476	9606.ENSP00000394624	-1.CID100002476	0	0	0	0	0	0.994	0.9	0.97	0.264	0.999
DHFR	folate	1859928	-100003405	9606.ENSP00000396308	-1.CID100003405	0	0	0	0	0	0.8	0.9	0.985	0	0.999
NR3C1	cortisol	1843294	-100003640	9606.ENSP00000231509	-1.CID100003640	0	0	0	0	0	0.8	0.9	0.971	0.142	0.999
OPRM1	morphine	1859815	-100004253	9606.ENSP00000394624	-1.CID100004253	0	0	0	0	0	0.977	0.9	0.999	0.101	0.999
NR3C2	spironolactone	1852455	-100005267	9606.ENSP00000341390	-1.CID100005267	0	0	0	0	0	0.84	0.9	0.961	0	0.999
HSP90AA1	NR3C1	1851814	1843294	9606.ENSP00000335153	9606.ENSP00000231509	0	0	0	0	0	0.999	0.9	0.835	0	0.999
PTGS1	diclofenac	1854170	-100003032	9606.ENSP00000354612	-1.CID100003032	0	0	0	0	0	0.915	0.9	0.922	0	0.999
ABCG2	mitoxantrone	1843466	-100004212	9606.ENSP00000237612	-1.CID100004212	0	0	0	0	0	0	0.9	0.989	0	0.998
FLT3	sorafenib	1843598	-100216239	9606.ENSP00000241453	-1.CID100216239	0	0	0	0	0	0.91	0.8	0.918	0	0.998
TK1	thymidine	1848315	-100001134	9606.ENSP00000301634	-1.CID100001134	0	0	0	0	0	0.869	0.9	0.867	0	0.998
OPRM1	loperamide	1859815	-100003954	9606.ENSP00000394624	-1.CID100003954	0	0	0	0	0	0.975	0.9	0.548	0	0.998
CSF1R	imatinib	1847002	-100005291	9606.ENSP00000286301	-1.CID100005291	0	0	0	0	0	0.931	0.8	0.901	0	0.998
HCAR2	niacin	1857878	-100000937	9606.ENSP00000375066	-1.CID100000937	0	0	0	0	0	0.807	0.9	0.944	0	0.998
FLT3	sunitinib	1843598	-103086686	9606.ENSP00000241453	-1.CID103086686	0	0	0	0	0	0.914	0.8	0.914	0	0.998
RET	sorafenib	1853238	-100216239	9606.ENSP00000347942	-1.CID100216239	0	0	0	0	0	0.923	0.8	0.912	0	0.998
DHFR	TYMS	1859928	1849803	9606.ENSP00000396308	9606.ENSP00000315644	0.462	0	0.51	0	0.086	0	0.9	0.937	0	0.998
ADRB1	metoprolol	1854995	-100004171	9606.ENSP00000358301	-1.CID100004171	0	0	0	0	0	0.737	0.9	0.942	0	0.998
CHRM3	atropine	1844372	-100003661	9606.ENSP00000255380	-1.CID100003661	0	0	0	0	0	0.985	0.8	0.473	0	0.998
TOP2B	etoposide	1859958	-100003310	9606.ENSP00000396704	-1.CID100003310	0	0	0	0	0	0.8	0.8	0.963	0	0.998
SSTR1	octreotide	1845937	-100054373	9606.ENSP00000267377	-1.CID100054373	0	0	0	0	0	0.908	0.8	0.932	0.174	0.998
DHFR	leucovorin	1859928	-100000143	9606.ENSP00000396308	-1.CID100000143	0	0	0	0	0	0.674	0.9	0.963	0	0.998
SSTR3	octreotide	1851219	-100054373	9606.ENSP00000330138	-1.CID100054373	0	0	0	0	0	0.917	0.8	0.905	0.174	0.998
PLG	tranexamic acid	1849130	-100005526	9606.ENSP00000308938	-1.CID100005526	0	0	0	0	0	0.8	0.9	0.926	0	0.998
TOP2A	TOP2B	1860923	1859958	9606.ENSP00000411532	9606.ENSP00000396704	0.608	0	0	0.977	0.288	0.993	0	0.924	0	0.998
KIT	sunitinib	1847112	-103086686	9606.ENSP00000288135	-1.CID103086686	0	0	0	0	0	0.914	0.8	0.922	0	0.998
NR1H4	UDCA	1862381	-100005645	9606.ENSP00000447149	-1.CID100005645	0	0	0	0	0	0.837	0.8	0.945	0	0.998
POMC	cortisol	1845600	-100003640	9606.ENSP00000264708	-1.CID100003640	0	0	0	0	0	0	0.9	0.987	0	0.998
PTGS1	celecoxib	1854170	-100002662	9606.ENSP00000354612	-1.CID100002662	0	0	0	0	0	0.876	0.9	0.916	0	0.998
NR3C1	dexamethasone	1843294	-100003003	9606.ENSP00000231509	-1.CID100003003	0	0	0	0	0	0.909	0.9	0.796	0	0.998
HTR1B	dihydroergotam.	1855143	-100003066	9606.ENSP00000358963	-1.CID100003066	0	0	0	0	0	0.989	0.8	0.311	0	0.998
KDR	sunitinib	1845437	-103086686	9606.ENSP00000263923	-1.CID103086686	0	0	0	0	0	0.913	0.8	0.91	0.105	0.998
PPP3CA	tacrolimus	1858236	-100005372	9606.ENSP00000378323	-1.CID100005372	0	0	0	0	0	0.891	0.9	0.874	0	0.998
ACHE	neostigmine	1848506	-100004456	9606.ENSP00000303211	-1.CID100004456	0	0	0	0	0	0.952	0.9	0.644	0	0.998
KIT	sorafenib	1847112	-100216239	9606.ENSP00000288135	-1.CID100216239	0	0	0	0	0	0.885	0.8	0.911	0	0.997
KDR	pazopanib	1845437	-110113978	9606.ENSP00000263923	-1.CID110113978	0	0	0	0	0	0.877	0.8	0.898	0	0.997
PGF	VEGFA	1862737	1855611	9606.ENSP00000451040	9606.ENSP00000361125	0	0	0	0.89	0	0.973	0.9	0.972	0	0.997
ALDH2	glyceryl trini.	1844978	-100004510	9606.ENSP00000261733	-1.CID100004510	0	0	0	0	0	0.8	0.9	0.883	0	0.997
RAF1	sorafenib	1844086	-100216239	9606.ENSP00000251849	-1.CID100216239	0	0	0	0	0	0.899	0.8	0.884	0	0.997
TOP2A	etoposide	1860923	-100003310	9606.ENSP00000411532	-1.CID100003310	0	0	0	0	0	0	0.9	0.976	0	0.997
MTHFR	folate	1856524	-100003405	9606.ENSP00000365775	-1.CID100003405	0	0	0	0	0	0	0.7	0.993	0	0.997
CHRM4	atropine	1860789	-100003661	9606.ENSP00000409378	-1.CID100003661	0	0	0	0	0	0.986	0.8	0.263	0	0.997
NR3C1	prednisolone	1843294	-100004894	9606.ENSP00000231509	-1.CID100004894	0	0	0	0	0	0.9	0.9	0.802	0	0.997
TYMS	leucovorin	1849803	-100000143	9606.ENSP00000315644	-1.CID100000143	0	0	0	0	0	0.69	0.9	0.914	0	0.997
ACHE	atropine	1848506	-100003661	9606.ENSP00000303211	-1.CID100003661	0	0	0	0	0	0.857	0.9	0.849	0	0.997
HRH2	cimetidine	1856654	-100002756	9606.ENSP00000366506	-1.CID100002756	0	0	0	0	0	0.579	0.9	0.95	0	0.997
CHRM1	atropine	1848849	-100003661	9606.ENSP00000306490	-1.CID100003661	0	0	0	0	0	0.986	0.8	0.268	0	0.997
CHRM2	atropine	1850196	-100003661	9606.ENSP00000319984	-1.CID100003661	0	0	0	0	0	0.979	0.8	0.474	0	0.997
NFATC1	tacrolimus	1850967	-100005372	9606.ENSP00000327850	-1.CID100005372	0	0	0	0	0	0	0.9	0.978	0	0.997
DCK	gemcitabine	1847023	-100003461	9606.ENSP00000286648	-1.CID100003461	0	0	0	0	0	0.846	0.9	0.852	0	0.997
FLT1	sunitinib	1846791	-103086686	9606.ENSP00000282397	-1.CID103086686	0	0	0	0	0	0.913	0.8	0.876	0	0.997
TYMP	thymidine	1844096	-100001134	9606.ENSP00000252029	-1.CID100001134	0	0	0	0	0	0.69	0.9	0.919	0.097	0.997
PTGS2	meloxicam	1854602	-100004051	9606.ENSP00000356438	-1.CID100004051	0	0	0	0	0	0.885	0.8	0.912	0	0.997
KIT	pazopanib	1847112	-110113978	9606.ENSP00000288135	-1.CID110113978	0	0	0	0	0	0.897	0.8	0.889	0	0.997
PTPN11	KDR	1852389	1845437	9606.ENSP00000340944	9606.ENSP00000263923	0	0	0	0	0	0.583	0.9	0.926	0	0.996
PDGFRB	PDGFRA	1844996	1844502	9606.ENSP00000261799	9606.ENSP00000257290	0	0	0	0.923	0	0.963	0.9	0.871	0	0.996
ABL1	HSP90AA1	1855665	1851814	9606.ENSP00000361423	9606.ENSP00000335153	0	0	0	0	0	0.953	0	0.897	0	0.995
PTGS1	meloxicam	1854170	-100004051	9606.ENSP00000354612	-1.CID100004051	0	0	0	0	0	0.827	0.8	0.878	0	0.995
HSP90AA1	KDR	1851814	1845437	9606.ENSP00000335153	9606.ENSP00000263923	0	0	0	0	0	0.6	0.9	0.904	0	0.995
ABCG2	doxorubicin	1843466	-100001690	9606.ENSP00000237612	-1.CID100001690	0	0	0	0	0	0	0.7	0.982	0	0.994
PDGFRA	sunitinib	1844502	-103086686	9606.ENSP00000257290	-1.CID103086686	0	0	0	0	0	0.914	0.8	0.722	0	0.994
TYMP	5-fluorouracil	1844096	-100003385	9606.ENSP00000252029	-1.CID100003385	0	0	0	0	0	0	0.9	0.941	0.104	0.994
PTGS2	meclofenamate	1854602	-100004036	9606.ENSP00000356438	-1.CID100004036	0	0	0	0	0	0.804	0.8	0.866	0	0.994
KDR	PLCG1	1845437	1843693	9606.ENSP00000263923	9606.ENSP00000244007	0	0	0	0	0	0.914	0.9	0.381	0	0.994
MTOR	everolimus	1854147	-100176872	9606.ENSP00000354558	-1.CID100176872	0	0	0	0	0	0	0.9	0.943	0	0.994
FLT1	PLCG1	1846791	1843693	9606.ENSP00000282397	9606.ENSP00000244007	0	0	0	0	0	0.924	0.9	0.336	0	0.994
PDGFRA	sorafenib	1844502	-100216239	9606.ENSP00000257290	-1.CID100216239	0	0	0	0	0	0.935	0.7	0.708	0	0.994
CHRM3	N-methylscopol.	1844372	-100004120	9606.ENSP00000255380	-1.CID100004120	0	0	0	0	0	0.917	0.8	0.403	0.36	0.993
PDGFRB	pazopanib	1844996	-110113978	9606.ENSP00000261799	-1.CID110113978	0	0	0	0	0	0.898	0.8	0.705	0	0.993
fluconazole	itraconazole	-100003365	-100003793	-1.CID100003365	-1.CID100003793	0	0	0	0	0	0.488	0	0.986	0	0.992
PTPN11	FLT1	1852389	1846791	9606.ENSP00000340944	9606.ENSP00000282397	0	0	0	0	0	0.841	0.9	0.551	0	0.992
TYMS	folate	1849803	-100003405	9606.ENSP00000315644	-1.CID100003405	0	0	0	0	0	0.752	0	0.971	0	0.992
CHRM2	N-methylscopol.	1850196	-100004120	9606.ENSP00000319984	-1.CID100004120	0	0	0	0	0	0.912	0.8	0.426	0.302	0.992
MTOR	HSP90AA1	1854147	1851814	9606.ENSP00000354558	9606.ENSP00000335153	0	0	0	0	0	0	0.9	0.928	0	0.992
CHRM1	N-methylscopol.	1848849	-100004120	9606.ENSP00000306490	-1.CID100004120	0	0	0	0	0	0.932	0.8	0.154	0.432	0.992
EACA	tranexamic acid	-100000564	-100005526	-1.CID100000564	-1.CID100005526	0	0	0	0.875	0	0.514	0	0.985	0	0.992
morphine	naloxone	-100004253	-100004425	-1.CID100004253	-1.CID100004425	0	0	0	0.612	0	0	0	0.991	0	0.991
leucovorin	folate	-100000143	-100003405	-1.CID100000143	-1.CID100003405	0	0	0	0	0	0.371	0	0.986	0	0.991
folate	methotrexate	-100003405	-100004112	-1.CID100003405	-1.CID100004112	0	0	0	0.529	0	0	0	0.991	0	0.991
VEGFA	PLG	1855611	1849130	9606.ENSP00000361125	9606.ENSP00000308938	0	0	0	0	0	0	0.9	0.908	0	0.99
DPYD	TYMP	1855189	1844096	9606.ENSP00000359211	9606.ENSP00000252029	0.113	0	0	0	0	0	0.9	0.902	0	0.99
CHRM3	darifenacin	1844372	-100072054	9606.ENSP00000255380	-1.CID100072054	0	0	0	0	0	0.936	0.8	0.278	0	0.99
PDGFRA	pazopanib	1844502	-110113978	9606.ENSP00000257290	-1.CID110113978	0	0	0	0	0	0.893	0.8	0.558	0	0.99
TOP2A	levofloxacin	1860923	-100004583	9606.ENSP00000411532	-1.CID100004583	0	0	0	0	0	0.848	0.8	0.674	0	0.989
CHRM2	carbachol	1850196	-100002551	9606.ENSP00000319984	-1.CID100002551	0	0	0	0	0	0.885	0.8	0.55	0	0.989
NR3C1	spironolactone	1843294	-100005267	9606.ENSP00000231509	-1.CID100005267	0	0	0	0	0	0.601	0.9	0.728	0	0.988
FLT1	sorafenib	1846791	-100216239	9606.ENSP00000282397	-1.CID100216239	0	0	0	0	0	0.895	0.8	0.486	0	0.988
sulfamethoxazo.	trimethoprim	-100005329	-100005578	-1.CID100005329	-1.CID100005578	0	0	0	0	0	0	0	0.988	0	0.988
ABL1	PLCG1	1855665	1843693	9606.ENSP00000361423	9606.ENSP00000244007	0	0	0	0.609	0	0.838	0.9	0.869	0	0.988
NR3C1	methylpredniso.	1843294	-100004159	9606.ENSP00000231509	-1.CID100004159	0	0	0	0	0	0.714	0.9	0.543	0.158	0.988
PDGFRA	PLCG1	1844502	1843693	9606.ENSP00000257290	9606.ENSP00000244007	0	0	0	0	0	0.86	0.9	0.238	0	0.988
CHRM4	carbachol	1860789	-100002551	9606.ENSP00000409378	-1.CID100002551	0	0	0	0	0	0.901	0.8	0.393	0	0.987
FLT1	pazopanib	1846791	-110113978	9606.ENSP00000282397	-1.CID110113978	0	0	0	0	0	0.877	0.8	0.515	0	0.987
CHRM3	glycopyrrolate	1844372	-100003494	9606.ENSP00000255380	-1.CID100003494	0	0	0	0	0	0.908	0.8	0.118	0.281	0.987
VEGFA	celecoxib	1855611	-100002662	9606.ENSP00000361125	-1.CID100002662	0	0	0	0	0	0	0.9	0.878	0	0.987
VEGFA	KIT	1855611	1847112	9606.ENSP00000361125	9606.ENSP00000288135	0	0	0	0	0	0	0.8	0.941	0	0.987
MTHFR	leucovorin	1856524	-100000143	9606.ENSP00000365775	-1.CID100000143	0	0	0	0	0	0	0.9	0.878	0	0.987
CHRM1	glycopyrrolate	1848849	-100003494	9606.ENSP00000306490	-1.CID100003494	0	0	0	0	0	0.908	0.8	0	0.336	0.987
CHRM1	dicyclomine	1848849	-100003042	9606.ENSP00000306490	-1.CID100003042	0	0	0	0	0	0.935	0.8	0.11	0	0.987
TOP2A	doxorubicin	1860923	-100001690	9606.ENSP00000411532	-1.CID100001690	0	0	0	0	0	0.244	0.8	0.915	0	0.986
CSF1R	sunitinib	1847002	-103086686	9606.ENSP00000286301	-1.CID103086686	0	0	0	0	0	0.912	0.8	0.263	0	0.986
HRH2	ranitidine	1856654	-100005039	9606.ENSP00000366506	-1.CID100005039	0	0	0	0	0	0.55	0.9	0.7	0	0.985
DHFR	pralatrexate	1859928	-100148121	9606.ENSP00000396308	-1.CID100148121	0	0	0	0	0	0.825	0.8	0.373	0.383	0.985
PPP3CA	FKBP1A	1858236	1857423	9606.ENSP00000378323	9606.ENSP00000371138	0	0	0	0	0	0.718	0.9	0.525	0	0.985
NR3C2	prednisolone	1852455	-100004894	9606.ENSP00000341390	-1.CID100004894	0	0	0	0	0	0.937	0.7	0.293	0	0.985
FKBP1A	PPP3R1	1857423	1843394	9606.ENSP00000371138	9606.ENSP00000234310	0	0	0	0	0	0.304	0.9	0.812	0	0.985
HRH2	famotidine	1856654	-100003325	9606.ENSP00000366506	-1.CID100003325	0	0	0	0	0	0.727	0.9	0.48	0	0.984
azathioprine	prednisone	-100002265	-100004900	-1.CID100002265	-1.CID100004900	0	0	0	0	0	0	0	0.984	0	0.984
CHRM2	glycopyrrolate	1850196	-100003494	9606.ENSP00000319984	-1.CID100003494	0	0	0	0	0	0.891	0.8	0	0.259	0.983
famotidine	ranitidine	-100003325	-100005039	-1.CID100003325	-1.CID100005039	0	0	0	0	0	0.433	0	0.971	0	0.983
TOP2A	moxifloxacin	1860923	-100004259	9606.ENSP00000411532	-1.CID100004259	0	0	0	0	0	0.848	0.8	0.492	0	0.983
FLT1	KDR	1846791	1845437	9606.ENSP00000282397	9606.ENSP00000263923	0	0	0	0.918	0	0.823	0.9	0.989	0	0.983
OPRM1	chloramphenicol	1859815	-100000298	9606.ENSP00000394624	-1.CID100000298	0	0	0	0	0	0.841	0.9	0	0	0.983
TOP2B	ciprofloxacin	1859958	-100002764	9606.ENSP00000396704	-1.CID100002764	0	0	0	0	0	0.601	0.8	0.808	0	0.983
TOP2A	ciprofloxacin	1860923	-100002764	9606.ENSP00000411532	-1.CID100002764	0	0	0	0	0	0.601	0.8	0.808	0	0.983
TYMS	trimethoprim	1849803	-100005578	9606.ENSP00000315644	-1.CID100005578	0	0	0	0	0	0.625	0.8	0.788	0	0.983
NFATC1	PPP3R1	1850967	1843394	9606.ENSP00000327850	9606.ENSP00000234310	0	0	0	0	0	0.576	0.9	0.629	0	0.982
NR3C1	dipyrone	1843294	-100003110	9606.ENSP00000231509	-1.CID100003110	0	0	0	0	0	0	0.9	0.832	0	0.982
CYP2A6	5-fluorouracil	1848249	-100003385	9606.ENSP00000301141	-1.CID100003385	0	0	0	0	0	0	0.9	0.822	0	0.981
PTPN11	KRAS	1852389	1844404	9606.ENSP00000340944	9606.ENSP00000256078	0	0	0	0	0.069	0.361	0.9	0.732	0	0.981
PPP3CA	NFATC1	1858236	1850967	9606.ENSP00000378323	9606.ENSP00000327850	0	0	0	0	0	0.576	0.9	0.606	0	0.981
methylpredniso.	prednisone	-100004159	-100004900	-1.CID100004159	-1.CID100004900	0	0	0	0.756	0	0.246	0	0.975	0	0.981
CHRM3	carbachol	1844372	-100002551	9606.ENSP00000255380	-1.CID100002551	0	0	0	0	0	0.784	0.8	0.599	0	0.981
PTPN11	HRAS	1852389	1849235	9606.ENSP00000340944	9606.ENSP00000309845	0	0	0	0	0.069	0.361	0.9	0.732	0	0.981
TOP2B	mitoxantrone	1859958	-100004212	9606.ENSP00000396704	-1.CID100004212	0	0	0	0	0	0.8	0.549	0.799	0	0.98
leucovorin	methotrexate	-100000143	-100004112	-1.CID100000143	-1.CID100004112	0	0	0	0	0	0	0	0.98	0	0.98
5-fluorouracil	methotrexate	-100003385	-100004112	-1.CID100003385	-1.CID100004112	0	0	0	0	0	0.268	0	0.972	0	0.979
ABCG2	imatinib	1843466	-100005291	9606.ENSP00000237612	-1.CID100005291	0	0	0	0	0	0.332	0.7	0.903	0	0.979
amikacin	tobramycin	-100002142	-100005496	-1.CID100002142	-1.CID100005496	0	0	0	0.562	0	0	0	0.979	0	0.979
RET	imatinib	1853238	-100005291	9606.ENSP00000347942	-1.CID100005291	0	0	0	0	0	0.428	0.7	0.885	0	0.979
RAF1	pazopanib	1844086	-110113978	9606.ENSP00000251849	-1.CID110113978	0	0	0	0	0	0.881	0	0.828	0	0.979
PTGS1	meclofenamate	1854170	-100004036	9606.ENSP00000354612	-1.CID100004036	0	0	0	0	0	0.643	0.9	0.43	0	0.978
PPP3R1	tacrolimus	1843394	-100005372	9606.ENSP00000234310	-1.CID100005372	0	0	0	0	0	0.704	0.9	0.32	0	0.978
RET	HRAS	1853238	1849235	9606.ENSP00000347942	9606.ENSP00000309845	0	0	0	0	0	0.326	0.9	0.705	0	0.978
NR3C1	prednisone	1843294	-100004900	9606.ENSP00000231509	-1.CID100004900	0	0	0	0	0	0.226	0.9	0.74	0	0.978
telaprevir	boceprevir	-103010818	-110324367	-1.CID103010818	-1.CID110324367	0	0	0	0.536	0	0	0	0.977	0	0.977
doxorubicin	etoposide	-100001690	-100003310	-1.CID100001690	-1.CID100003310	0	0	0	0.533	0	0.201	0	0.972	0	0.977
VEGFA	HSP90AA1	1855611	1851814	9606.ENSP00000361125	9606.ENSP00000335153	0	0	0	0	0	0.576	0.9	0.509	0	0.977
anidulafungin	micafungin	-100166548	-100477468	-1.CID100166548	-1.CID100477468	0	0	0	0.679	0	0	0	0.977	0	0.977
TYMP	capecitabine	1844096	-100060953	9606.ENSP00000252029	-1.CID100060953	0	0	0	0	0	0	0.9	0.776	0	0.977
RET	PLCG1	1853238	1843693	9606.ENSP00000347942	9606.ENSP00000244007	0	0	0	0	0	0.972	0	0.206	0	0.977
MTHFR	TYMS	1856524	1849803	9606.ENSP00000365775	9606.ENSP00000315644	0	0	0	0	0	0	0.9	0.771	0	0.976
PTPN11	FLT3	1852389	1843598	9606.ENSP00000340944	9606.ENSP00000241453	0	0	0	0	0	0.594	0	0.942	0	0.976
CHRM1	carbachol	1848849	-100002551	9606.ENSP00000306490	-1.CID100002551	0	0	0	0	0	0.791	0.8	0.443	0	0.975
fentanyl	morphine	-100003345	-100004253	-1.CID100003345	-1.CID100004253	0	0	0	0	0	0.234	0	0.968	0	0.975
ABCG2	cimetidine	1843466	-100002756	9606.ENSP00000237612	-1.CID100002756	0	0	0	0	0	0	0.9	0.757	0	0.975
CHRM1	darifenacin	1848849	-100072054	9606.ENSP00000306490	-1.CID100072054	0	0	0	0	0	0.875	0.8	0	0	0.974
TOP2B	levofloxacin	1859958	-100004583	9606.ENSP00000396704	-1.CID100004583	0	0	0	0	0	0.848	0.467	0.698	0	0.974
VEGFA	PDGFRB	1855611	1844996	9606.ENSP00000361125	9606.ENSP00000261799	0	0	0	0	0	0.576	0.8	0.727	0	0.974
HRAS	cisplatin	1849235	-100002767	9606.ENSP00000309845	-1.CID100002767	0	0	0	0	0	0	0.7	0.915	0	0.973
cimetidine	ranitidine	-100002756	-100005039	-1.CID100002756	-1.CID100005039	0	0	0	0	0	0.433	0	0.954	0	0.973
fentanyl	lidocaine	-100003345	-100003676	-1.CID100003345	-1.CID100003676	0	0	0	0	0	0.541	0	0.941	0	0.972
TOP2A	mitoxantrone	1860923	-100004212	9606.ENSP00000411532	-1.CID100004212	0	0	0	0	0	0.108	0.8	0.851	0	0.972
buprenorphine	naltrexone	-100002476	-100004428	-1.CID100002476	-1.CID100004428	0	0	0	0.795	0	0.365	0	0.958	0	0.972
